vocab,Freq
21일의,1
5분전,1
잡는거봐랔,1
조릿대잎,1
5위입갤,1
준비운동인거,1
수상하지,1
않았을까,1
치트템양도,1
작가새끼도,1
찍었다,1
내리네,1
8명만,1
개귀몁네,1
매미튀김,1
순삭,1
개땡큐지,1
꿀잼꿀잼,1
봐봐,1
누나한테,1
출발,1
그립다,1
대놓고,1
유일하게,1
바람구멍,1
가긴,1
깊은,1
1위냐,1
시즌,1
2발,1
개침착한거봐랔,1
끊으면,1
대딸,1
하게,1
엔드8이라는게,1
침착한거봐,1
뒤집었노,1
틀딱이라,1
노린거맞지,1
에스오에스나라,1
쇼호스트,1
물벼룩좌,1
뭔대,1
찍었네,1
드디어,1
딴갤에서,1
뜨는데,1
뿌려라,1
남았는데,1
들어야됨,1
댔다,1
대한,1
뿌서졌는데,1
치고있네,1
당돌하노,1
가치,1
또르륵,1
일교차,1
이이야이,1
보상,1
장난감,1
못들어주겟군갑,1
개삐졌음,1
계획,1
그녀,1
안닫아서,1
어서오세요,1
칼질하는순간,1
조언보솤,1
연속이네,1
다니내,1
빨동,1
그거듣고,1
고도의,1
목소리는,1
목적,1
쿨러에,1
22살,1
핵개발했노,1
오는데,1
입갤헀었는뎈,1
애미,1
270도,1
행위,1
방관하냐,1
당황,1
알바천국에,1
머리봐랔,1
니네가,1
영문판도,1
코난새끼,1
하고,1
아이디,1
강간,1
야구대회,1
얌전한,1
어케찾음,1
막타충,1
스택,1
미쳤다,1
3년간,1
짤렿네,1
오렌지,1
살았냐고,1
한게,1
대꾸했는데,1
달력,1
커플,1
월케,1
죄다,1
커여운거보소,1
걸어서,1
모셔와,1
고백으로,1
커피,1
감고,1
30분,1
찾음,1
얼굴로,1
일본의,1
참피년,1
하룻밤,1
커딩,1
했음,1
치녀다,1
썸띵,1
이장면,1
트루먼쇼,1
별은,1
제작,1
정곡찔렸노wwwwwwww,1
띵작인,1
간접키스,1
야린이날,1
시간왤캐안감,1
일본인,1
끝나냐,1
모르면,1
사이버테러,1
입만,1
드립수준,1
미안하노,1
다른,1
기름좀,1
있었음,1
3기발표중,1
뭔말인데,1
창녀로,1
집가고십다,1
보소,1
차단도,1
쿈만,1
ptsd옴,1
떡상하노,1
잊이제와서,1
커플충,1
야메토케,1
의미하는거지,1
자료,1
외모,1
중계끝나고,1
팔도,1
하나비,1
특집을,1
4d애니였노,1
플루이드모션,1
구매법,1
여자사는집에,1
8회차인데도,1
다릴,1
컴도,1
박기최적화자세,1
몇퍼냐,1
커피다섯잔,1
8번,1
부탁,1
갑분싸,1
주말마다,1
다리,1
만년이면,1
되야지,1
입었다,1
씹가능,1
어케이기노,1
최강꼴림캐,1
예쁘다,1
대꼴이네,1
합법거유로리임,1
말도안되는,1
지원오신분들,1
1분,1
몰랐네요,1
현대예술로,1
천번,1
멘트,1
베가,1
대홬,1
당한다,1
장애인,1
사겼네,1
만난적,1
가야하는데,1
보고싶은데,1
그와중에작업거네,1
다도는,1
일생겨서,1
핸드제스쳐,1
사진과,1
자세봐랔,1
정액마려워,1
코예부가,1
올리면,1
한국,1
애니잼냐,1
이번,1
꼴렸는데,1
안막았으면,1
3년됬냐,1
다땄잔어,1
꼴잘알이넼,1
된다면,1
포수플라이,1
대회,1
추파를,1
액자에,1
몸은,1
따이네,1
컴이란,1
걸리는데,1
묻힌,1
피꺼솟,1
빡대가리특,1
꽤있네,1
몸이,1
진짜였냐,1
횡단보도,1
3분,1
정말좋가,1
자판기,1
압축력,1
아20분순삭이네,1
짜장범벅,1
올렸음,1
애니메이션순서에서,1
개커여움,1
기계됬네,1
머임중계으디서봄,1
펠라최적화,1
프로,1
오피셜,1
끝이었을까,1
실하냐고,1
기관새끼들,1
ide없으면,1
술한자느했습니다,1
씹아싸,1
벗어재끼는거봐,1
토마렠,1
복수,1
러키스타는,1
글만많이쓰면,1
신났노,1
라이토,1
뭔가했더니,1
죽은사람,1
커플아웃,1
안짤리고,1
허술한거봐라,1
책좋아함,1
몸통박치기,1
못하면서,1
1등찍었다,1
모라토리엄,1
중시하지않아,1
존나부랍노,1
없네,1
전대통령,1
사람은,1
옷차림,1
감염된듯,1
보겄다,1
