vocab,Freq
작품명,2
작안의샤나갤러리랑,2
자짤,2
자존감이,2
자전거,2
자야지,2
자막,2
자나,2
자기소개,2
자괴감,2
잊지말고,2
잊지,2
잊고있는,2
있을듯,2
있으려나,2
있었으면,2
있었어,2
있었대,2
있었는데,2
있던,2
있다며,2
있다던데,2
있다는거냐,2
있는곳,2
있는것이지,2
있나,2
있긴,2
있고싶으셨던,2
있겠지,2
잇엇네,2
잇더라,2
잇는데,2
잇네,2
입코딩하네,2
입체적인,2
입성,2
입부하고싶다,2
입덕러인데,2
입덕,2
입갤준비wwwwwwwwwww,2
입갤준비wwwwwww,2
입갤예정,2
입갤wwwwwwwwwwwwwwwwwwwww,2
입개,2
임시,2
읽었는데,2
읽어야지,2
읽어보고,2
일하면서,2
일요일,2
일어나라,2
일부러,2
일본여행,2
일본에는,2
일반인들,2
일남춘,2
일곱,2
인터페이스,2
인터뷰,2
인증,2
인스타,2
인생애니,2
인기투표,2
인기를,2
인기글,2
인공지능이,2
인가,2
이해했노,2
이해하는데,2
이탈리아,2
이젠,2
이제와서,2
이제야,2
이제는,2
이장면,2
이유는,2
이세계삼촌,2
이새끼,2
이상해,2
이상성욕,2
이벤트에,2
이번주,2
이미지관리,2
이리,2
이름은,2
이런데가,2
이런게,2
이런것도,2
이런건,2
이런갤도있네,2
이대로,2
이년아,2
이냐,2
이것은,2
이거이거,2
이거보고,2
이거는,2
의외였다,2
의외로,2
의미에,2
의도적,2
음란한,2
은근,2
으으,2
으어,2
으아아아,2
육상근무간다,2
유투브에,2
유키짱에서,2
유키로,2
유키도,2
유키같은,2
유키가,2
유쾌,2
유일하게,2
유머,2
웹사이트,2
웨딩드레스,2
월희갤,2
원하는,2
원탑은,2
원조,2
원작자,2
움직이기삻데,2
울적에,2
울었다,2
울부짖었다,2
운동하는,2
우째,2
우주인이고,2
우울해,2
우울증,2
우울에서,2
우울로,2
우연히,2
우린,2
우리나라말로는,2
우라라,2
우는,2
요즘애니,2
외모,2
왤캐,2
왠지,2
왜저러냐,2
왜이렇게,2
왜이럼,2
왜아무도,2
왔읍니다,2
왔으니,2
왔어요,2
왔는데,2
완장새끼,2
완성,2
와타텐,2
와씨발,2
와시발,2
와봄,2
옷은,2
옵션,2
올만에,2
올리면,2
올려서,2
올려놓는다,2
올라왔었냐,2
올라와서,2
올라오나보네,2
올라가겠지,2
올까,2
오피스룩,2
오타쿠들을,2
오지않는,2
오우,2
오와따,2
오신,2
오랜만에하갤,2
오늘부로,2
오늘밤은,2
오늘밤,2
오네가이,2
옜날,2
옛날애니가,2
예토전생함,2
예쁜,2
예고편,2
옆자리,2
옆에,2
영향을,2
연재하고있냐,2
연습,2
여친,2
여전히,2
여자친구를,2
여자라구요,2
여름에는,2
여름방학이,2
여러가지,2
여기있네,2
여기다,2
여기갤,2
엔젤비트,2
엔딩이냐,2
에이트부터,2
에서,2
에버가든,2
에반게리온은,2
에바급,2
없어서,2
없노,2
엄청,2
엄밀히,2
얼마전에,2
얼마에요,2
얻어갈갤러,2
어차피,2
어쩌다,2
어째서,2
어지간히,2
어울리냐,2
어우,2
어예,2
어린거냐,2
어른들이,2
어른,2
어렷을때,2
어뜨케,2
어떰,2
어딨는거야,2
어디선가,2
어디나,2
어디갔노,2
어디,2
어느정도,2
얘는,2
얘깃거리라도,2
얘기할때,2
양산형,2
양덕의,2
